activity,timestamp,rental,inventory,customer,staff,inspection,invoice,store,lifecycle
create_rental,2020-01-01 09:34:53.023240,[101],"[56, 89]",26,EMPTY,EMPTY,EMPTY,5,complete
pay_invoice,2020-01-01 09:34:53.023240,"[17, 10, 52]",EMPTY,66,EMPTY,EMPTY,"[47, 84, 85]",3,complete
pay_invoice,2020-01-01 09:34:53.023240,"[98, 91]",EMPTY,21,EMPTY,EMPTY,"[81, 87]",7,complete
create_rental,2020-01-01 09:34:53.023240,[102],[110],8,EMPTY,EMPTY,EMPTY,1,complete
create_rental,2020-01-01 09:34:53.023240,[103],"[50, 93]",67,EMPTY,EMPTY,EMPTY,4,complete
pay_invoice,2020-01-01 09:34:53.023240,[81],EMPTY,19,EMPTY,EMPTY,[75],5,complete
lend_inventory,2020-01-01 09:34:53.023240,[21],[108],73,19,EMPTY,EMPTY,3,complete
create_rental,2020-01-01 09:34:53.023240,[104],[146],33,EMPTY,EMPTY,EMPTY,5,complete
lend_inventory,2020-01-01 09:34:53.023240,[8],"[16, 61]",10,15,EMPTY,EMPTY,3,complete
create_rental,2020-01-01 09:34:53.023240,[105],"[96, 156]",32,EMPTY,EMPTY,EMPTY,4,complete
create_invoice,2020-01-01 09:35:34.883705,"[105, 100, 93, 103]",EMPTY,EMPTY,18,EMPTY,"[94, 95, 96, 97]",4,complete
inspect_inventories,2020-01-01 09:36:16.744170,"[13, 5]","[74, 62, 101, 109]",EMPTY,14,"[2, 3, 4, 5]",EMPTY,7,start
create_invoice,2020-01-01 09:36:58.604635,"[73, 75, 82, 87, 89]",EMPTY,EMPTY,10,EMPTY,"[100, 101, 102, 103, 104]",3,complete
create_invoice,2020-01-01 09:37:16.744170,"[13, 5]",EMPTY,EMPTY,11,EMPTY,"[98, 99]",7,complete
confirm_invoice,2020-01-01 09:39:46.046495,"[53, 45, 22, 31]",EMPTY,EMPTY,5,EMPTY,"[24, 28, 51, 52]",1,complete
pay_invoice,2020-01-01 09:40:27.906960,[56],EMPTY,30,EMPTY,EMPTY,[49],2,complete
create_rental,2020-01-01 09:40:27.906960,[108],"[17, 46]",73,EMPTY,EMPTY,EMPTY,3,complete
cancel_inventory,2020-01-01 09:40:27.906960,[58],[100],23,EMPTY,EMPTY,EMPTY,2,complete
pay_invoice,2020-01-01 09:40:27.906960,[65],EMPTY,9,EMPTY,EMPTY,[76],2,complete
pay_invoice,2020-01-01 09:40:27.906960,[82],EMPTY,38,EMPTY,EMPTY,[102],3,complete
pay_invoice,2020-01-01 09:40:27.906960,[12],EMPTY,12,EMPTY,EMPTY,[93],5,complete
pay_invoice,2020-01-01 09:40:27.906960,"[93, 103]",EMPTY,67,EMPTY,EMPTY,"[94, 96]",4,complete
pay_invoice,2020-01-01 09:40:27.906960,[87],EMPTY,66,EMPTY,EMPTY,[103],3,complete
create_rental,2020-01-01 09:40:27.906960,[107],[25],32,EMPTY,EMPTY,EMPTY,4,complete
create_rental,2020-01-01 09:40:27.906960,[106],[20],8,EMPTY,EMPTY,EMPTY,1,complete
pay_invoice,2020-01-01 09:40:27.906960,[72],EMPTY,1,EMPTY,EMPTY,[68],1,complete
return_inventory,2020-01-01 09:40:27.906960,[11],[20],22,1,EMPTY,EMPTY,1,complete
pay_invoice,2020-01-01 09:40:27.906960,[4],EMPTY,75,EMPTY,EMPTY,[92],5,complete
create_invoice,2020-01-01 09:41:09.767425,[107],EMPTY,EMPTY,13,EMPTY,[105],4,complete
create_invoice,2020-01-01 09:41:51.627890,[108],EMPTY,EMPTY,15,EMPTY,[106],3,complete
confirm_rental,2020-01-01 09:42:33.488355,"[0, 9, 34, 44]",EMPTY,EMPTY,17,EMPTY,EMPTY,7,complete
confirm_invoice,2020-01-01 09:43:15.348820,"[1, 2, 33, 6, 7, 42, 43, 14, 15, 47, 50, 59, 28, 63]",EMPTY,EMPTY,8,EMPTY,"[0, 1, 2, 3, 4, 5, 6, 31, 32, 33, 45, 46, 53, 55]",6,complete
confirm_invoice,2020-01-01 09:44:39.069750,"[56, 65, 66]",EMPTY,EMPTY,16,EMPTY,"[49, 76, 77]",2,complete
confirm_rental,2020-01-01 09:45:20.930215,"[22, 31, 45, 53]",EMPTY,EMPTY,6,EMPTY,EMPTY,1,complete
lend_inventory,2020-01-01 09:46:02.790680,"[0, 44]","[67, 117, 144, 151]",70,11,EMPTY,EMPTY,7,complete
lend_inventory,2020-01-01 09:46:02.790680,"[58, 36]","[158, 31]",23,16,EMPTY,EMPTY,2,complete
pay_invoice,2020-01-01 09:46:02.790680,"[90, 100]",EMPTY,39,EMPTY,EMPTY,"[83, 95]",4,complete
lend_inventory,2020-01-01 09:46:02.790680,[34],"[91, 127]",63,17,EMPTY,EMPTY,7,complete
pay_invoice,2020-01-01 09:46:02.790680,[86],EMPTY,5,EMPTY,EMPTY,[82],5,complete
pay_invoice,2020-01-01 09:46:02.790680,"[13, 5]",EMPTY,7,EMPTY,EMPTY,"[98, 99]",7,complete
lend_inventory,2020-01-01 09:46:02.790680,[45],"[160, 54]",64,2,EMPTY,EMPTY,1,complete
pay_invoice,2020-01-01 09:46:02.790680,"[89, 73]",EMPTY,3,EMPTY,EMPTY,"[100, 104]",3,complete
cancel_inventory,2020-01-01 09:46:02.790680,[48],[19],37,EMPTY,EMPTY,EMPTY,2,complete
lend_inventory,2020-01-01 09:46:02.790680,[9],"[88, 119]",49,17,EMPTY,EMPTY,7,complete
cancel_inventory,2020-01-01 09:46:02.790680,[53],[134],8,EMPTY,EMPTY,EMPTY,1,complete
pay_invoice,2020-01-01 09:46:02.790680,[60],EMPTY,62,EMPTY,EMPTY,[54],6,complete
cancel_inventory,2020-01-01 09:46:02.790680,[31],[166],78,EMPTY,EMPTY,EMPTY,1,complete
create_rental,2020-01-01 09:46:02.790680,[110],[82],36,EMPTY,EMPTY,EMPTY,1,complete
create_rental,2020-01-01 09:46:02.790680,[109],"[162, 100]",9,EMPTY,EMPTY,EMPTY,2,complete
pay_invoice,2020-01-01 09:46:02.790680,"[95, 61, 46, 55]",EMPTY,35,EMPTY,EMPTY,"[42, 69, 70, 86]",7,complete
return_inventory,2020-01-01 09:46:02.790680,[21],[108],73,3,EMPTY,EMPTY,3,complete
cancel_inventory,2020-01-01 09:46:02.790680,[22],[82],71,EMPTY,EMPTY,EMPTY,1,complete
confirm_invoice,2020-01-01 09:47:26.511610,[72],EMPTY,EMPTY,2,EMPTY,[68],1,complete
confirm_rental,2020-01-01 09:48:50.232540,"[56, 65, 66]",EMPTY,EMPTY,16,EMPTY,EMPTY,2,complete
create_invoice,2020-01-01 09:50:13.953470,"[104, 97, 101]",EMPTY,EMPTY,20,EMPTY,"[107, 108, 109]",5,complete
cancel_inventory,2020-01-01 09:51:37.674400,[65],[71],9,EMPTY,EMPTY,EMPTY,2,complete
lend_inventory,2020-01-01 09:51:37.674400,[56],"[124, 85]",30,16,EMPTY,EMPTY,2,complete
create_rental,2020-01-01 09:51:37.674400,[112],[76],61,EMPTY,EMPTY,EMPTY,5,complete
return_inventory,2020-01-01 09:51:37.674400,[45],"[160, 54]",64,1,EMPTY,EMPTY,1,complete
lend_inventory,2020-01-01 09:51:37.674400,[66],[112],23,16,EMPTY,EMPTY,2,complete
return_inventory,2020-01-01 09:51:37.674400,"[58, 36]","[158, 31]",23,2,EMPTY,EMPTY,2,complete
return_inventory,2020-01-01 09:51:37.674400,[23],"[76, 45]",26,5,EMPTY,EMPTY,5,complete
return_inventory,2020-01-01 09:51:37.674400,"[0, 44]","[67, 117, 144, 151]",70,7,EMPTY,EMPTY,7,complete
cancel_inventory,2020-01-01 09:51:37.674400,[22],[129],71,EMPTY,EMPTY,EMPTY,1,complete
return_inventory,2020-01-01 09:51:37.674400,[9],"[88, 119]",49,7,EMPTY,EMPTY,7,complete
pay_invoice,2020-01-01 09:51:37.674400,[83],EMPTY,14,EMPTY,EMPTY,[79],7,complete
cancel_inventory,2020-01-01 09:51:37.674400,[53],[60],8,EMPTY,EMPTY,EMPTY,1,complete
create_rental,2020-01-01 09:51:37.674400,[111],"[42, 108]",52,EMPTY,EMPTY,EMPTY,3,complete
lend_inventory,2020-01-01 09:51:37.674400,[48],[37],37,16,EMPTY,EMPTY,2,complete
confirm_invoice,2020-01-01 09:52:19.534865,"[64, 67, 68, 37, 100, 103, 74, 78, 90, 93]",EMPTY,EMPTY,18,EMPTY,"[34, 64, 65, 66, 71, 72, 83, 94, 95, 96]",4,complete
inspect_inventories,2020-01-01 09:54:25.116260,"[32, 11, 45, 26, 27]","[133, 142, 110, 167, 154, 20, 160, 54]",EMPTY,5,"[0, 1, 14, 15, 16, 29, 41, 42]",EMPTY,1,start
create_invoice,2020-01-01 09:55:25.116260,"[27, 26, 11, 45]",EMPTY,EMPTY,2,EMPTY,"[110, 111, 112, 113]",1,complete
inspect_inventories,2020-01-01 09:55:48.837190,"[3, 36, 38, 18, 19, 25, 58, 29]","[70, 39, 8, 103, 40, 47, 164, 79, 1, 150, 162, 78, 158, 31]",EMPTY,16,"[6, 7, 10, 11, 12, 13, 23, 24, 25, 26, 27, 28, 39, 40]",EMPTY,2,start
create_invoice,2020-01-01 09:56:48.837190,"[3, 36, 38, 18, 19, 25, 29]",EMPTY,EMPTY,16,EMPTY,"[114, 115, 116, 117, 118, 119, 120]",2,complete
create_rental,2020-01-01 09:57:12.558120,[116],"[160, 60]",22,EMPTY,EMPTY,EMPTY,1,complete
create_rental,2020-01-01 09:57:12.558120,[117],"[88, 117]",49,EMPTY,EMPTY,EMPTY,7,complete
pay_invoice,2020-01-01 09:57:12.558120,[70],EMPTY,71,EMPTY,EMPTY,[67],1,complete
create_rental,2020-01-01 09:57:12.558120,[118],[45],47,EMPTY,EMPTY,EMPTY,5,complete
create_rental,2020-01-01 09:57:12.558120,[119],[67],35,EMPTY,EMPTY,EMPTY,7,complete
return_inventory,2020-01-01 09:57:12.558120,[48],[37],37,2,EMPTY,EMPTY,2,complete
pay_invoice,2020-01-01 09:57:12.558120,[27],EMPTY,36,EMPTY,EMPTY,[112],1,complete
pay_invoice,2020-01-01 09:57:12.558120,"[25, 38]",EMPTY,51,EMPTY,EMPTY,"[117, 120]",2,complete
create_rental,2020-01-01 09:57:12.558120,[115],"[119, 151]",42,EMPTY,EMPTY,EMPTY,7,complete
create_rental,2020-01-01 09:57:12.558120,[114],[111],73,EMPTY,EMPTY,EMPTY,3,complete
pay_invoice,2020-01-01 09:57:12.558120,[101],EMPTY,26,EMPTY,EMPTY,[108],5,complete
pay_invoice,2020-01-01 09:57:12.558120,"[18, 29]",EMPTY,58,EMPTY,EMPTY,"[115, 118]",2,complete
pay_invoice,2020-01-01 09:57:12.558120,[26],EMPTY,29,EMPTY,EMPTY,[111],1,complete
pay_invoice,2020-01-01 09:57:12.558120,[19],EMPTY,44,EMPTY,EMPTY,[116],2,complete
create_rental,2020-01-01 09:57:12.558120,[113],"[134, 54]",43,EMPTY,EMPTY,EMPTY,1,complete
create_invoice,2020-01-01 09:57:54.418585,"[112, 118]",EMPTY,EMPTY,20,EMPTY,"[121, 122]",5,complete
confirm_invoice,2020-01-01 09:58:36.279050,"[38, 18, 19, 25, 29]",EMPTY,EMPTY,16,EMPTY,"[115, 116, 117, 118, 120]",2,complete
create_invoice,2020-01-01 09:59:18.139515,"[114, 111]",EMPTY,EMPTY,3,EMPTY,"[123, 124]",3,complete
confirm_rental,2020-01-01 10:01:23.720910,[72],EMPTY,EMPTY,6,EMPTY,EMPTY,1,complete
confirm_invoice,2020-01-01 10:02:05.581375,[60],EMPTY,EMPTY,8,EMPTY,[54],6,complete
pay_invoice,2020-01-01 10:02:47.441840,[85],EMPTY,50,EMPTY,EMPTY,[89],1,complete
create_rental,2020-01-01 10:02:47.441840,[124],"[129, 166]",43,EMPTY,EMPTY,EMPTY,1,complete
pay_invoice,2020-01-01 10:02:47.441840,"[104, 97]",EMPTY,33,EMPTY,EMPTY,"[107, 109]",5,complete
create_rental,2020-01-01 10:02:47.441840,[123],"[91, 127]",35,EMPTY,EMPTY,EMPTY,7,complete
create_rental,2020-01-01 10:02:47.441840,[122],[35],60,EMPTY,EMPTY,EMPTY,4,complete
return_inventory,2020-01-01 10:02:47.441840,[34],"[91, 127]",63,7,EMPTY,EMPTY,7,complete
return_inventory,2020-01-01 10:02:47.441840,[56],"[124, 85]",30,2,EMPTY,EMPTY,2,complete
pay_invoice,2020-01-01 10:02:47.441840,[3],EMPTY,9,EMPTY,EMPTY,[114],2,complete
create_rental,2020-01-01 10:02:47.441840,[120],[144],14,EMPTY,EMPTY,EMPTY,7,complete
pay_invoice,2020-01-01 10:02:47.441840,[88],EMPTY,8,EMPTY,EMPTY,[90],1,complete
pay_invoice,2020-01-01 10:02:47.441840,"[11, 77, 94]",EMPTY,22,EMPTY,EMPTY,"[88, 91, 110]",1,complete
create_rental,2020-01-01 10:02:47.441840,[121],[143],46,EMPTY,EMPTY,EMPTY,4,complete
confirm_invoice,2020-01-01 10:05:34.883700,"[97, 4, 101, 40, 41, 104, 76, 12, 80, 49, 81, 51, 20, 86, 57, 62]",EMPTY,EMPTY,20,EMPTY,"[15, 56, 57, 58, 59, 60, 61, 73, 74, 75, 82, 92, 93, 107, 108, 109]",5,complete
create_invoice,2020-01-01 10:06:58.604630,"[102, 106, 110, 113, 116, 124]",EMPTY,EMPTY,2,EMPTY,"[125, 126, 127, 128, 129, 130]",1,complete
create_invoice,2020-01-01 10:07:40.465095,"[96, 99, 92, 109]",EMPTY,EMPTY,16,EMPTY,"[131, 132, 133, 134]",2,complete
pay_invoice,2020-01-01 10:08:22.325560,[45],EMPTY,64,EMPTY,EMPTY,[113],1,complete
create_rental,2020-01-01 10:08:22.325560,[127],"[120, 1]",65,EMPTY,EMPTY,EMPTY,2,complete
pay_invoice,2020-01-01 10:08:22.325560,"[105, 107]",EMPTY,32,EMPTY,EMPTY,"[97, 105]",4,complete
create_rental,2020-01-01 10:08:22.325560,[126],"[37, 85]",44,EMPTY,EMPTY,EMPTY,2,complete
create_rental,2020-01-01 10:08:22.325560,[125],[79],58,EMPTY,EMPTY,EMPTY,2,complete
lend_inventory,2020-01-01 10:08:22.325560,[72],"[24, 153]",1,6,EMPTY,EMPTY,1,complete
pay_invoice,2020-01-01 10:08:22.325560,[112],EMPTY,61,EMPTY,EMPTY,[121],5,complete
pay_invoice,2020-01-01 10:08:22.325560,[110],EMPTY,36,EMPTY,EMPTY,[127],1,complete
create_invoice,2020-01-01 10:09:46.046490,"[115, 117, 119, 120, 123]",EMPTY,EMPTY,17,EMPTY,"[135, 136, 137, 138, 139]",7,complete
confirm_invoice,2020-01-01 10:10:27.906955,"[70, 11, 77, 45, 110, 85, 88, 26, 27, 94]",EMPTY,EMPTY,2,EMPTY,"[67, 88, 89, 90, 91, 110, 111, 112, 113, 127]",1,complete
confirm_rental,2020-01-01 10:11:51.627885,"[37, 64, 67, 68, 74, 78, 90, 93, 100, 103]",EMPTY,EMPTY,18,EMPTY,EMPTY,4,complete
pay_invoice,2020-01-01 10:13:57.209280,"[123, 119]",EMPTY,35,EMPTY,EMPTY,"[137, 139]",7,complete
lend_inventory,2020-01-01 10:13:57.209280,"[74, 100, 90]","[27, 13, 51, 29, 4, 28]",39,4,EMPTY,EMPTY,4,complete
create_rental,2020-01-01 10:13:57.209280,[130],"[124, 71]",65,EMPTY,EMPTY,EMPTY,2,complete
create_rental,2020-01-01 10:13:57.209280,[129],[150],51,EMPTY,EMPTY,EMPTY,2,complete
cancel_inventory,2020-01-01 10:13:57.209280,[64],[86],25,EMPTY,EMPTY,EMPTY,4,complete
cancel_inventory,2020-01-01 10:13:57.209280,[67],[75],74,EMPTY,EMPTY,EMPTY,4,complete
pay_invoice,2020-01-01 10:13:57.209280,"[114, 108]",EMPTY,73,EMPTY,EMPTY,"[106, 124]",3,complete
pay_invoice,2020-01-01 10:13:57.209280,[75],EMPTY,31,EMPTY,EMPTY,[101],3,complete
pay_invoice,2020-01-01 10:13:57.209280,[116],EMPTY,22,EMPTY,EMPTY,[129],1,complete
pay_invoice,2020-01-01 10:13:57.209280,"[99, 109]",EMPTY,9,EMPTY,EMPTY,"[133, 134]",2,complete
pay_invoice,2020-01-01 10:13:57.209280,"[106, 102]",EMPTY,8,EMPTY,EMPTY,"[125, 126]",1,complete
create_rental,2020-01-01 10:13:57.209280,[128],"[70, 78]",44,EMPTY,EMPTY,EMPTY,2,complete
pay_invoice,2020-01-01 10:13:57.209280,"[113, 124]",EMPTY,43,EMPTY,EMPTY,"[128, 130]",1,complete
lend_inventory,2020-01-01 10:13:57.209280,"[93, 68, 37, 103]","[2, 125, 49, 115, 11, 59, 50, 93]",67,18,EMPTY,EMPTY,4,complete
confirm_invoice,2020-01-01 10:14:39.069745,"[69, 71, 73, 10, 75, 108, 17, 82, 114, 52, 54, 87, 24, 89]",EMPTY,EMPTY,19,EMPTY,"[22, 47, 48, 62, 63, 84, 85, 100, 101, 102, 103, 104, 106, 124]",3,complete
confirm_rental,2020-01-01 10:15:20.930210,"[20, 40, 41, 49, 51, 57, 62, 76, 80, 81, 86, 97, 101, 104]",EMPTY,EMPTY,20,EMPTY,EMPTY,5,complete
confirm_invoice,2020-01-01 10:16:02.790675,"[105, 107]",EMPTY,EMPTY,18,EMPTY,"[97, 105]",4,complete
confirm_invoice,2020-01-01 10:16:44.651140,"[98, 5, 39, 123, 13, 46, 79, 83, 84, 119, 55, 91, 61, 95]",EMPTY,EMPTY,11,EMPTY,"[40, 42, 69, 70, 78, 79, 80, 81, 86, 87, 98, 99, 137, 139]",7,complete
lend_inventory,2020-01-01 10:19:32.093000,[51],"[58, 155]",47,20,EMPTY,EMPTY,5,complete
lend_inventory,2020-01-01 10:19:32.093000,"[81, 62]","[66, 95, 77]",19,20,EMPTY,EMPTY,5,complete
return_inventory,2020-01-01 10:19:32.093000,[66],[112],23,2,EMPTY,EMPTY,2,complete
create_rental,2020-01-01 10:19:32.093000,[133],[5],12,EMPTY,EMPTY,EMPTY,5,complete
cancel_inventory,2020-01-01 10:19:32.093000,[20],[5],54,EMPTY,EMPTY,EMPTY,5,complete
create_rental,2020-01-01 10:19:32.093000,[134],[61],45,EMPTY,EMPTY,EMPTY,3,complete
create_rental,2020-01-01 10:19:32.093000,[132],"[56, 163]",5,EMPTY,EMPTY,EMPTY,5,complete
create_rental,2020-01-01 10:19:32.093000,[131],[113],39,EMPTY,EMPTY,EMPTY,4,complete
cancel_inventory,2020-01-01 10:19:32.093000,[101],[56],26,EMPTY,EMPTY,EMPTY,5,complete
cancel_inventory,2020-01-01 10:19:32.093000,[78],[83],74,EMPTY,EMPTY,EMPTY,4,complete
return_inventory,2020-01-01 10:19:32.093000,[8],"[16, 61]",10,3,EMPTY,EMPTY,3,complete
pay_invoice,2020-01-01 10:19:32.093000,[120],EMPTY,14,EMPTY,EMPTY,[138],7,complete
cancel_inventory,2020-01-01 10:19:32.093000,[57],[163],75,EMPTY,EMPTY,EMPTY,5,complete
pay_invoice,2020-01-01 10:19:32.093000,[115],EMPTY,42,EMPTY,EMPTY,[135],7,complete
create_invoice,2020-01-01 10:20:13.953465,"[132, 133]",EMPTY,EMPTY,20,EMPTY,"[140, 141]",5,complete
create_invoice,2020-01-01 10:22:19.534860,[134],EMPTY,EMPTY,12,EMPTY,[142],3,complete
inspect_inventories,2020-01-01 10:23:01.395325,"[0, 9, 34, 44]","[88, 119, 67, 117, 144, 151, 91, 127]",EMPTY,14,"[31, 32, 33, 34, 35, 36, 46, 47]",EMPTY,7,start
inspect_inventories,2020-01-01 10:23:43.255790,"[48, 56, 66]","[37, 124, 85, 112]",EMPTY,16,"[43, 44, 45, 50]",EMPTY,2,start
create_invoice,2020-01-01 10:24:01.395325,"[0, 34, 44]",EMPTY,EMPTY,17,EMPTY,"[143, 144, 145]",7,complete
create_invoice,2020-01-01 10:24:25.116255,"[121, 122, 131]",EMPTY,EMPTY,13,EMPTY,"[148, 149, 150]",4,complete
create_invoice,2020-01-01 10:24:43.255790,"[48, 56]",EMPTY,EMPTY,16,EMPTY,"[146, 147]",2,complete
return_inventory,2020-01-01 10:25:06.976720,"[93, 68, 37, 103]","[2, 125, 49, 115, 11, 59, 50, 93]",67,4,EMPTY,EMPTY,4,complete
lend_inventory,2020-01-01 10:25:06.976720,[86],[14],5,20,EMPTY,EMPTY,5,complete
create_rental,2020-01-01 10:25:06.976720,[139],[58],75,EMPTY,EMPTY,EMPTY,5,complete
create_rental,2020-01-01 10:25:06.976720,[138],[16],24,EMPTY,EMPTY,EMPTY,3,complete
return_inventory,2020-01-01 10:25:06.976720,[51],"[58, 155]",47,5,EMPTY,EMPTY,5,complete
create_rental,2020-01-01 10:25:06.976720,[137],"[75, 86]",74,EMPTY,EMPTY,EMPTY,4,complete
cancel_inventory,2020-01-01 10:25:06.976720,[80],[131],12,EMPTY,EMPTY,EMPTY,5,complete
lend_inventory,2020-01-01 10:25:06.976720,"[104, 41, 97, 49]","[72, 52, 121, 12, 107, 146]",33,20,EMPTY,EMPTY,5,complete
create_rental,2020-01-01 10:25:06.976720,[136],[31],37,EMPTY,EMPTY,EMPTY,2,complete
lend_inventory,2020-01-01 10:25:06.976720,[20],[84],54,20,EMPTY,EMPTY,5,complete
cancel_inventory,2020-01-01 10:25:06.976720,[64],[69],25,EMPTY,EMPTY,EMPTY,4,complete
create_rental,2020-01-01 10:25:06.976720,[135],"[112, 158]",72,EMPTY,EMPTY,EMPTY,2,complete
pay_invoice,2020-01-01 10:25:06.976720,[131],EMPTY,39,EMPTY,EMPTY,[150],4,complete
lend_inventory,2020-01-01 10:25:06.976720,[101],[89],26,20,EMPTY,EMPTY,5,complete
confirm_invoice,2020-01-01 10:26:30.697650,[131],EMPTY,EMPTY,13,EMPTY,[150],4,complete
inspect_inventories,2020-01-01 10:27:12.558115,"[8, 21]","[108, 16, 61]",EMPTY,19,"[30, 48, 49]",EMPTY,3,start
create_invoice,2020-01-01 10:28:12.558115,[21],EMPTY,EMPTY,19,EMPTY,[151],3,complete
create_invoice,2020-01-01 10:28:36.279045,"[128, 129, 130, 135, 136, 125, 126, 127]",EMPTY,EMPTY,16,EMPTY,"[152, 153, 154, 155, 156, 157, 158, 159]",2,complete
pay_invoice,2020-01-01 10:30:41.860440,[117],EMPTY,49,EMPTY,EMPTY,[136],7,complete
pay_invoice,2020-01-01 10:30:41.860440,[111],EMPTY,52,EMPTY,EMPTY,[123],3,complete
pay_invoice,2020-01-01 10:30:41.860440,[34],EMPTY,63,EMPTY,EMPTY,[144],7,complete
return_inventory,2020-01-01 10:30:41.860440,[101],[89],26,5,EMPTY,EMPTY,5,complete
create_rental,2020-01-01 10:30:41.860440,[146],[89],54,EMPTY,EMPTY,EMPTY,5,complete
pay_invoice,2020-01-01 10:30:41.860440,"[36, 92]",EMPTY,23,EMPTY,EMPTY,"[119, 131]",2,complete
create_rental,2020-01-01 10:30:41.860440,[145],[138],40,EMPTY,EMPTY,EMPTY,5,complete
pay_invoice,2020-01-01 10:30:41.860440,[122],EMPTY,60,EMPTY,EMPTY,[149],4,complete
create_rental,2020-01-01 10:30:41.860440,[140],"[49, 69]",4,EMPTY,EMPTY,EMPTY,4,complete
create_rental,2020-01-01 10:30:41.860440,[143],"[24, 153]",43,EMPTY,EMPTY,EMPTY,1,complete
cancel_inventory,2020-01-01 10:30:41.860440,[80],[138],12,EMPTY,EMPTY,EMPTY,5,complete
pay_invoice,2020-01-01 10:30:41.860440,[134],EMPTY,45,EMPTY,EMPTY,[142],3,complete
create_rental,2020-01-01 10:30:41.860440,[144],[19],65,EMPTY,EMPTY,EMPTY,2,complete
create_rental,2020-01-01 10:30:41.860440,[142],"[2, 115]",18,EMPTY,EMPTY,EMPTY,4,complete
return_inventory,2020-01-01 10:30:41.860440,[72],"[24, 153]",1,1,EMPTY,EMPTY,1,complete
create_rental,2020-01-01 10:30:41.860440,[141],"[155, 131]",5,EMPTY,EMPTY,EMPTY,5,complete
confirm_invoice,2020-01-01 10:31:23.720905,[112],EMPTY,EMPTY,20,EMPTY,[121],5,complete
create_invoice,2020-01-01 10:32:05.581370,[144],EMPTY,EMPTY,16,EMPTY,[160],2,complete
create_invoice,2020-01-01 10:32:47.441835,[143],EMPTY,EMPTY,2,EMPTY,[161],1,complete
confirm_invoice,2020-01-01 10:34:11.162765,[122],EMPTY,EMPTY,4,EMPTY,[149],4,complete
cancel_inventory,2020-01-01 10:36:16.744160,[67],[87],74,EMPTY,EMPTY,EMPTY,4,complete
create_rental,2020-01-01 10:36:16.744160,[147],"[93, 125]",67,EMPTY,EMPTY,EMPTY,4,complete
pay_invoice,2020-01-01 10:36:16.744160,"[128, 126]",EMPTY,44,EMPTY,EMPTY,"[153, 155]",2,complete
cancel_inventory,2020-01-01 10:36:16.744160,[40],[63],75,EMPTY,EMPTY,EMPTY,5,complete
create_rental,2020-01-01 10:36:16.744160,[148],[63],12,EMPTY,EMPTY,EMPTY,5,complete
pay_invoice,2020-01-01 10:36:16.744160,[132],EMPTY,5,EMPTY,EMPTY,[140],5,complete
pay_invoice,2020-01-01 10:36:16.744160,[118],EMPTY,47,EMPTY,EMPTY,[122],5,complete
pay_invoice,2020-01-01 10:36:16.744160,[21],EMPTY,73,EMPTY,EMPTY,[151],3,complete
confirm_rental,2020-01-01 10:36:58.604625,"[1, 2, 6, 7, 14, 15, 28, 33, 42, 43, 47, 50, 59, 60, 63]",EMPTY,EMPTY,9,EMPTY,EMPTY,6,complete
confirm_invoice,2020-01-01 10:37:40.465090,"[21, 134, 111]",EMPTY,EMPTY,19,EMPTY,"[123, 142, 151]",3,complete
inspect_inventories,2020-01-01 10:38:22.325555,"[51, 101, 23]","[76, 45, 58, 155, 89]",EMPTY,20,"[37, 38, 51, 52, 63]",EMPTY,5,start
confirm_rental,2020-01-01 10:39:04.186020,"[39, 46, 55, 61, 79, 83, 84, 91, 95, 98, 119, 123]",EMPTY,EMPTY,17,EMPTY,EMPTY,7,complete
create_invoice,2020-01-01 10:39:22.325555,[51],EMPTY,EMPTY,20,EMPTY,[162],5,complete
confirm_rental,2020-01-01 10:39:46.046485,"[105, 107, 122, 131]",EMPTY,EMPTY,18,EMPTY,EMPTY,4,complete
lend_inventory,2020-01-01 10:41:51.627880,[78],[36],74,4,EMPTY,EMPTY,4,complete
cancel_inventory,2020-01-01 10:41:51.627880,[83],[64],14,EMPTY,EMPTY,EMPTY,7,complete
create_rental,2020-01-01 10:41:51.627880,[151],[113],4,EMPTY,EMPTY,EMPTY,4,complete
pay_invoice,2020-01-01 10:41:51.627880,[51],EMPTY,47,EMPTY,EMPTY,[162],5,complete
cancel_inventory,2020-01-01 10:41:51.627880,[7],[55],48,EMPTY,EMPTY,EMPTY,6,complete
cancel_inventory,2020-01-01 10:41:51.627880,[1],[80],76,EMPTY,EMPTY,EMPTY,6,complete
cancel_inventory,2020-01-01 10:41:51.627880,[131],[113],39,EMPTY,EMPTY,EMPTY,4,complete
pay_invoice,2020-01-01 10:41:51.627880,"[96, 48, 136]",EMPTY,37,EMPTY,EMPTY,"[132, 146, 159]",2,complete
lend_inventory,2020-01-01 10:41:51.627880,[84],"[123, 109]",42,17,EMPTY,EMPTY,7,complete
return_inventory,2020-01-01 10:41:51.627880,"[81, 62]","[66, 95, 77]",19,5,EMPTY,EMPTY,5,complete
cancel_inventory,2020-01-01 10:41:51.627880,[122],[35],60,EMPTY,EMPTY,EMPTY,4,complete
return_inventory,2020-01-01 10:41:51.627880,[86],[14],5,5,EMPTY,EMPTY,5,complete
cancel_inventory,2020-01-01 10:41:51.627880,[60],[139],62,EMPTY,EMPTY,EMPTY,6,complete
pay_invoice,2020-01-01 10:41:51.627880,[133],EMPTY,12,EMPTY,EMPTY,[141],5,complete
